   1.2799954e+01   5.0418512e+00
   1.6642359e+01   1.2974750e+01
   2.1991760e+01   1.0857849e+01
   2.2526264e+01   1.3018157e+01
   2.9905157e+01   1.0709719e+01
   1.5497875e+01   1.6449986e+01
   2.5494703e+01   1.6770262e+01
   2.7290452e+01   1.6614255e+01
   3.0660548e+01   2.2402779e+01
   3.5892427e+01   2.1892610e+01
   3.5685455e+01   2.8388866e+01
   5.0224023e+01   3.4383331e+01
   3.2598139e+01   1.9698292e+01
   3.9528487e+01   3.9720937e+01
   4.5911273e+01   2.7534317e+01
   5.2917502e+01   2.5414518e+01
   4.3192391e+01   3.8625689e+01
   5.3423811e+01   3.4754563e+01
   5.5486396e+01   3.6394745e+01
   5.5381929e+01   3.5208579e+01
   5.4143932e+01   3.9957321e+01
   5.6759931e+01   3.3771814e+01
   5.8099124e+01   4.8334456e+01
   7.3405186e+01   5.1652688e+01
   6.9849073e+01   5.3492712e+01
   6.4707123e+01   4.3462027e+01
   6.6521287e+01   4.8476394e+01
   6.7526180e+01   4.8473160e+01
   7.4662846e+01   5.9827654e+01
   7.3282193e+01   5.1127846e+01
   7.6882351e+01   7.2867909e+01
   7.2159922e+01   6.0107230e+01
   7.5866495e+01   7.9537762e+01
   7.4778813e+01   6.1094879e+01
   6.9659365e+01   6.9377823e+01
   7.4867660e+01   7.2016416e+01
   7.8654064e+01   6.5544144e+01
   8.0933290e+01   8.4874477e+01
   8.0588094e+01   7.8453651e+01
   6.7524694e+01   7.8001800e+01
   6.9736706e+01   7.9454077e+01
   6.5265348e+01   7.9820764e+01
   8.5064374e+01   7.8722904e+01
   7.1914052e+01   8.7228363e+01
   5.9301647e+01   8.1810930e+01
   6.1086335e+01   8.9235195e+01
   4.9332856e+01   8.9826734e+01
   5.4417910e+01   8.6065460e+01
   5.8720166e+01   8.7580531e+01
   5.3928438e+01   7.6634640e+01
   4.4532845e+01   8.8746796e+01
   4.9264044e+01   8.1016947e+01
   3.8986997e+01   8.5620800e+01
   4.3342518e+01   7.9356393e+01
   3.7901723e+01   8.2579754e+01
   3.3683886e+01   8.4059568e+01
   3.0769241e+01   6.9712877e+01
   2.2344014e+01   8.5858518e+01
   2.6164395e+01   8.3406240e+01
   1.8367652e+01   7.8701893e+01
   2.6458433e+01   8.8694971e+01
   2.1879814e+01   7.7973257e+01
   1.9868844e+01   7.9467536e+01
   3.3686830e+01   7.9876460e+01
   9.9335449e+00   7.5115428e+01
   2.7365321e+01   6.9542269e+01
   2.0600756e+01   6.4241611e+01
   2.1448112e+01   6.7245199e+01
   2.1297358e+01   5.9802801e+01
   2.6373251e+01   5.8160450e+01
   2.5436362e+01   6.0717019e+01
   2.7018141e+01   5.7929736e+01
   2.7519767e+01   5.0658256e+01
   3.0755161e+01   5.5440872e+01
   3.1411575e+01   5.4321715e+01
   2.4873565e+01   5.0999102e+01
   3.2652864e+01   5.2781879e+01
   3.9474335e+01   5.3329268e+01
   4.0300628e+01   4.2336927e+01
   4.1269163e+01   4.5769114e+01
   4.6884142e+01   4.2170840e+01
   4.3561040e+01   4.5405261e+01
   4.8872118e+01   5.2393591e+01
   5.4242416e+01   4.8916691e+01
   5.4200740e+01   4.2481420e+01
   6.1571820e+01   4.7906730e+01
   5.8987328e+01   4.3930994e+01
   5.7377832e+01   4.4616558e+01
   7.4083425e+01   3.5857887e+01
   7.0295675e+01   3.5965528e+01
   7.2164301e+01   3.2619386e+01
   8.1566121e+01   4.0657010e+01
   7.6521480e+01   3.1052320e+01
   7.6187694e+01   4.3563853e+01
   8.2235187e+01   3.0180752e+01
   7.4555223e+01   3.3725647e+01
   8.4552837e+01   2.5001934e+01
   9.2985648e+01   3.9762553e+01
   9.0321526e+01   1.4971742e+01
   8.6996321e+01   2.8122595e+01
