   2.2681975e+01   2.9544477e+00
   1.9481377e+01   7.3704021e+00
   1.8541782e+01   1.5850923e+01
   2.0501644e+01   9.0463696e+00
   2.1693093e+01   1.5784117e+01
   2.8573745e+01   1.2027961e+01
   2.5565588e+01   1.6162043e+01
   2.8347238e+01   1.0838081e+01
   2.3720850e+01   1.9319231e+01
   3.4641575e+01   3.2486504e+01
   3.7421774e+01   2.2131039e+01
   4.0643838e+01   1.9891957e+01
   3.4341452e+01   3.1607220e+01
   4.4603504e+01   2.5428908e+01
   3.8608975e+01   2.7229736e+01
   4.4495469e+01   2.2515422e+01
   4.6463813e+01   3.0887015e+01
   5.2070580e+01   3.4216057e+01
   4.2956497e+01   3.7307726e+01
   4.8144310e+01   4.9425505e+01
   5.7180228e+01   3.8442669e+01
   5.5059497e+01   4.0152740e+01
   6.4518074e+01   4.0768989e+01
   6.7066811e+01   4.8749796e+01
   7.6842132e+01   4.4979719e+01
   6.4296912e+01   4.7027392e+01
   6.7298125e+01   4.7899593e+01
   6.3533615e+01   5.6990975e+01
   7.3982550e+01   5.3773022e+01
   7.6325858e+01   5.3761381e+01
   6.7090861e+01   6.1097523e+01
   8.0936305e+01   6.3704403e+01
   7.4473765e+01   6.1707868e+01
   7.6747481e+01   6.6890018e+01
   7.6624274e+01   6.8423406e+01
   6.6857369e+01   6.2880452e+01
   8.3371802e+01   6.7317489e+01
   8.4246587e+01   6.9751272e+01
   7.2618343e+01   7.7128455e+01
   7.2097006e+01   8.3720949e+01
   7.7236738e+01   8.5499013e+01
   7.2912107e+01   8.6367199e+01
   7.6977538e+01   8.2227830e+01
   6.3544751e+01   8.1273976e+01
   5.5255688e+01   8.6066047e+01
   5.9352099e+01   9.5150782e+01
   5.9186122e+01   9.0977164e+01
   5.8778945e+01   8.5285093e+01
   6.0195948e+01   8.6742232e+01
   5.0472327e+01   8.9099204e+01
   4.8798718e+01   8.4807299e+01
   6.0259300e+01   8.4155821e+01
   4.4801005e+01   8.7582052e+01
   3.9663907e+01   1.0286509e+02
   4.0252096e+01   8.2978381e+01
   3.7882166e+01   8.6286032e+01
   3.4766184e+01   9.7207487e+01
   3.0639709e+01   8.6003313e+01
   1.9913375e+01   8.8015222e+01
   3.3814385e+01   8.0143867e+01
   2.6491074e+01   9.0401416e+01
   2.2193688e+01   7.4702623e+01
   2.4299037e+01   8.2086048e+01
   2.9856548e+01   7.3550158e+01
   1.2860686e+01   7.6642289e+01
   1.7650590e+01   7.0639590e+01
   2.5446679e+01   7.0287365e+01
   2.2726612e+01   6.4854641e+01
   1.8280156e+01   5.9126753e+01
   1.9747390e+01   6.1372841e+01
   2.5140774e+01   5.4482198e+01
   1.9516485e+01   6.1909130e+01
   2.8531027e+01   5.5526661e+01
   3.1791563e+01   6.2213026e+01
   4.1295460e+01   5.3382192e+01
   3.1345113e+01   5.0000670e+01
   3.3893455e+01   4.8864439e+01
   3.4418203e+01   5.5020532e+01
   4.0865367e+01   4.8303255e+01
   4.5367655e+01   4.3855938e+01
   4.3878334e+01   4.7776835e+01
   4.8667804e+01   3.6475447e+01
   5.2775693e+01   4.1006144e+01
   5.4302308e+01   4.5139729e+01
   4.9832514e+01   3.3982050e+01
   4.1400628e+01   3.0840562e+01
   5.5932942e+01   4.0767953e+01
   6.6107131e+01   3.7235082e+01
   6.4656397e+01   3.6425387e+01
   6.9269644e+01   4.2143691e+01
   7.0687217e+01   3.5580046e+01
   7.2235281e+01   3.3377494e+01
   7.2870909e+01   3.3885029e+01
   7.9514227e+01   2.9011786e+01
   7.7737674e+01   2.8062594e+01
   8.3338311e+01   4.2323614e+01
   8.4027870e+01   3.6300005e+01
   8.4645199e+01   2.6160211e+01
   9.0030772e+01   1.6416578e+01
   1.0092458e+02   2.8484129e+01
